Number_of_Survivors,Migration_route,serial,Coordinates_Fixed,Website_Date_Fixed,lat,lon,random,Region_of_Incident
,Haiti to Dominican Republic,771,"-69.9381','18.5108497",2015-10-08,18.5108497,-69.9381,0.640867971,Caribbean
,,772,"36.22949','14.2727986",2015-10-08,14.2727986,36.22949,0.711541562,Eastern Africa
,Sahara Desert crossing,773,"22.500122','23.251892",2015-10-08,23.251892,22.500122,0.496940932,Northern Africa
,,774,"-96.141352','19.195438",2015-10-09,19.195438,-96.141352,0.270673142,Central America
,Eastern Mediterranean,775,"26.5057','39.2836",2015-10-09,39.2836,26.5057,0.175711491,Mediterranean
,Sahara Desert crossing,776,"27.509888','19.363525",2015-10-09,19.363525,27.509888,0.134994421,Northern Africa
,Western Mediterranean,777,"-6.429884','36.43896196",2015-10-09,36.43896196,-6.429884,0.34691339,Mediterranean
,Central Mediterranean,778,"31.091137','31.5548412",2015-10-10,31.5548412,31.091137,0.829452809,Mediterranean
,Sahara Desert crossing,779,"14.268677','27.550903",2015-10-10,27.550903,14.268677,0.763939743,Northern Africa
,US-Mexico border crossing,780,"-114.643359','32.7383173",2015-10-11,32.7383173,-114.643359,0.651778109,North America
,US-Mexico border crossing,781,"-112.33682','32.15423",2015-10-12,32.15423,-112.33682,0.51412739,North America
,,782,"49.086764','9.511598",2015-10-12,9.511598,49.086764,0.313437147,Eastern Africa
,Sahara Desert crossing,783,"14.23824','27.03956",2015-10-13,27.03956,14.23824,0.066657258,Northern Africa
,Sahara Desert crossing,784,"22.587891','22.766479",2015-10-13,22.766479,22.587891,0.981805271,Northern Africa
,,785,"33.539307','14.393127",2015-10-13,14.393127,33.539307,0.723843978,Northern Africa
,Sahara Desert crossing,786,"21.866882','23.321289",2015-10-13,23.321289,21.866882,0.049652548,Northern Africa
,Western Mediterranean,787,"-2.94281','35.2964286",2015-10-13,35.2964286,-2.94281,0.600057812,Mediterranean
,Eastern Mediterranean,788,"26.5057','39.2836",2015-10-14,39.2836,26.5057,0.248446174,Mediterranean
,Eastern Mediterranean,789,"27.02218','37.471039",2015-10-14,37.471039,27.02218,0.156187547,Mediterranean
,,790,"48.933105','9.107727",2015-10-14,9.107727,48.933105,0.366023004,Eastern Africa
,,791,"-98.304259','26.102091",2015-10-14,26.102091,-98.304259,0.444222799,Central America
,,792,"0.51688','51.299076",2015-10-14,51.299076,0.51688,0.198718207,Europe
,US-Mexico border crossing,793,"-111.963106','32.819135",2015-10-14,32.819135,-111.963106,0.724099589,North America
,US-Mexico border crossing,794,"-112.122299','32.0013",2015-10-14,32.0013,-112.122299,0.258703952,North America
,US-Mexico border crossing,795,"-113.07685','32.1796",2015-10-15,32.1796,-113.07685,0.876928981,North America
,English Channel to the UK,796,"1.840737','50.938146",2015-10-15,50.938146,1.840737,0.375429467,Europe
,,797,"1.79995','50.9364",2015-10-15,50.9364,1.79995,0.865918811,Europe
,Western Balkans,798,"27.1813','42.3452",2015-10-15,42.3452,27.1813,0.262390124,Europe
,Eastern Mediterranean,799,"26.5057','39.2836",2015-10-15,39.2836,26.5057,0.300779608,Mediterranean
,,800,"41.875122','3.923889",2015-10-15,3.923889,41.875122,0.432440479,Eastern Africa
,Sahara Desert crossing,801,"32.882662','24.0923336",2015-10-15,24.0923336,32.882662,0.638489283,Northern Africa
,US-Mexico border crossing,802,"-113.102','32.334317",2015-10-16,32.334317,-113.102,0.962541169,North America
,US-Mexico border crossing,803,"-112.9721','32.258783",2015-10-16,32.258783,-112.9721,0.509137015,North America
,Sahara Desert crossing,804,"32.904114','24.088928",2015-10-16,24.088928,32.904114,0.050165549,Northern Africa
,English Channel to the UK,805,"1.79995','50.9364",2015-10-16,50.9364,1.79995,0.357498499,Europe
,Eastern Mediterranean,806,"26.4074','39.4162",2015-10-16,39.4162,26.4074,0.530487102,Mediterranean
,Eastern Mediterranean,807,"26.747187','38.1646858",2015-10-17,38.1646858,26.747187,0.990090408,Mediterranean
,Sahara Desert crossing,808,"28.262878','20.515686",2015-10-17,20.515686,28.262878,0.948053631,Northern Africa
,US-Mexico border crossing,809,"-99.486183','27.4753053",2015-10-18,27.4753053,-99.486183,0.261060876,Central America
,,810,"51.020506','35.199293",2015-10-18,35.199293,51.020506,0.213762402,Southern Asia
,Eastern Mediterranean,811,"25.716801','38.3755288",2015-10-18,38.3755288,25.716801,0.341410077,Mediterranean
,Eastern Mediterranean,812,"14.7437','34.2345",2015-10-19,34.2345,14.7437,0.098234076,Mediterranean
,Western Mediterranean,813,"-5.32135','35.8894",2015-10-19,35.8894,-5.32135,0.796949001,Mediterranean
,Sahara Desert crossing,814,"32.9151','17.529297",2015-10-19,17.529297,32.9151,0.144054066,Northern Africa
,Sahara Desert crossing,815,"30.146484','21.708923",2015-10-19,21.708923,30.146484,0.403818648,Northern Africa
,,816,"32.739319','30.669922",2015-10-19,30.669922,32.739319,0.417128135,Northern Africa
,Sahara Desert crossing,817,"34.0495','17.665283",2015-10-19,17.665283,34.0495,0.191026809,Northern Africa
,Sahara Desert crossing,818,"33.266724','23.508911",2015-10-19,23.508911,33.266724,0.329524454,Northern Africa
,Central Mediterranean,819,"17.164603','40.334718",2015-10-20,40.334718,17.164603,0.141460987,Mediterranean
,,820,"34.738892','15.41687",2015-10-20,15.41687,34.738892,0.55684651,Northern Africa
,US-Mexico border crossing,821,"-110.961395','32.192563",2015-10-20,32.192563,-110.961395,0.220709428,North America
,,822,"33.539307','14.393127",2015-10-20,14.393127,33.539307,0.776378156,Northern Africa
,Sahara Desert crossing,823,"21.866882','23.321289",2015-10-20,23.321289,21.866882,0.605152619,Northern Africa
,Sahara Desert crossing,824,"32.497681','23.830688",2015-10-20,23.830688,32.497681,0.888893269,Northern Africa
,Sahara Desert crossing,825,"14.456116','27.032288",2015-10-20,27.032288,14.456116,0.446271966,Northern Africa
,Sahara Desert crossing,826,"23.999395','20.6081929",2015-10-20,20.6081929,23.999395,0.43798593,Northern Africa
,Sahara Desert crossing,827,"14.809692','26.11853",2015-10-20,26.11853,14.809692,0.832353459,Northern Africa
,Sahara Desert crossing,828,"21.866882','23.321289",2015-10-20,23.321289,21.866882,0.657685779,Northern Africa
,,829,"33.524902','14.287109",2015-10-20,14.287109,33.524902,0.41034051,Eastern Africa
,,830,"33.539307','14.393127",2015-10-20,14.393127,33.539307,0.001614685,Northern Africa
,Sahara Desert crossing,831,"21.866882','23.321289",2015-10-20,23.321289,21.866882,0.103058229,Northern Africa
,,832,"37.661072','13.776917",2015-10-21,13.776917,37.661072,0.440986549,Eastern Africa
,US-Mexico border crossing,833,"-110.95995','31.40025",2015-10-21,31.40025,-110.95995,0.152960075,North America
,Sahara Desert crossing,834,"32.092196','17.7806232",2015-10-21,17.7806232,32.092196,0.934654018,Northern Africa
,Sahara Desert crossing,835,"28.784302','21.069275",2015-10-21,21.069275,28.784302,0.63903323,Northern Africa
,,836,"40.627502','-1.75177",2015-10-21,-1.75177,40.627502,0.493168515,Eastern Africa
,Eastern Mediterranean,837,"26.3885','39.4277",2015-10-21,39.4277,26.3885,0.115664892,Mediterranean
,US-Mexico border crossing,838,"-99.557493','27.4688428",2015-10-21,27.4688428,-99.557493,0.604241488,Central America
,US-Mexico border crossing,839,"-99.557493','27.4688428",2015-10-21,27.4688428,-99.557493,0.036992189,Central America
,US-Mexico border crossing,840,"-102.82785','29.5150912",2015-10-22,29.5150912,-102.82785,0.989895266,Central America
,Eastern Mediterranean,841,"25.943523','39.1756491",2015-10-22,39.1756491,25.943523,0.208449652,Mediterranean
,Central Mediterranean,842,"31.0911','31.5548",2015-10-22,31.5548,31.0911,0.639667949,Mediterranean
,Eastern Mediterranean,843,"26.586906','39.410744",2015-10-22,39.410744,26.586906,0.5007961,Mediterranean
,Eastern Mediterranean,844,"26.5057','39.2836",2015-10-22,39.2836,26.5057,0.162878917,Mediterranean
,Central Mediterranean,845,"14.5102','32.5051",2015-10-25,32.5051,14.5102,0.858112435,Mediterranean
,Eastern Mediterranean,846,"26.5057','39.2836",2015-10-25,39.2836,26.5057,0.177362724,Mediterranean
,Sahara Desert crossing,847,"30.739685','22.51532",2015-10-25,22.51532,30.739685,0.055217622,Northern Africa
,Eastern Mediterranean,848,"26.5057','39.2836",2015-10-26,39.2836,26.5057,0.260347988,Mediterranean
,Eastern Mediterranean,849,"26.243986','38.432258",2015-10-26,38.432258,26.243986,0.332081613,Mediterranean
,Western Mediterranean,850,"-5.334817','35.8953846",2015-10-26,35.8953846,-5.334817,0.418710843,Mediterranean
3.0,English Channel to the UK,851,"1.833937','50.9518803",2015-10-26,50.9518803,1.833937,0.064969685,Europe
,,852,"-94.547559','17.995878",2015-10-26,17.995878,-94.547559,0.881764376,Central America
,Eastern Mediterranean,853,"26.464046','38.381773",2015-10-27,38.381773,26.464046,0.877788824,Mediterranean
,Eastern Mediterranean,854,"26.487821','39.26025639",2015-10-28,39.26025639,26.487821,0.230033103,Mediterranean
,Eastern Mediterranean,855,"27.006609','37.68961042",2015-10-28,37.68961042,27.006609,0.052704719,Mediterranean
,Eastern Mediterranean,856,"15.0073','34.2708",2015-10-28,34.2708,15.0073,0.837729336,Mediterranean
,Eastern Mediterranean,857,"27.005194','37.4606024",2015-10-28,37.4606024,27.005194,0.230914352,Mediterranean
274.0,Eastern Mediterranean,858,"26.216722','39.3856462",2015-10-28,39.3856462,26.216722,0.32067436,Mediterranean
0.0,Eastern Mediterranean,859,"26.9808','36.9523",2015-10-28,36.9523,26.9808,0.924181023,Mediterranean
,Eastern Mediterranean,860,"26.409536','39.277258",2015-10-28,39.277258,26.409536,0.946983109,Mediterranean
,Eastern Mediterranean,861,"26.992945','37.458981",2015-10-28,37.458981,26.992945,0.324534385,Mediterranean
,Eastern Mediterranean,862,"26.15356','39.385094",2015-10-28,39.385094,26.15356,0.869082242,Mediterranean
,Sahara Desert crossing,863,"34.03772','17.701904",2015-10-28,17.701904,34.03772,0.119047951,Northern Africa
,Western Balkans,864,"12.951881','48.2568653",2015-10-28,48.2568653,12.951881,0.980757446,Europe
,US-Mexico border crossing,865,"-101.569381','29.7110679",2015-10-29,29.7110679,-101.569381,0.497757235,Central America
,US-Mexico border crossing,866,"-111.14907','31.70077",2015-10-29,31.70077,-111.14907,0.243337172,North America
,,867,"-92.596498','17.761518",2015-10-29,17.761518,-92.596498,0.653655487,Central America
15.0,Western Mediterranean,868,"-3.925395','35.29857739",2015-10-29,35.29857739,-3.925395,0.983686948,Mediterranean
,Eastern Mediterranean,869,"28.21575','36.45062456",2015-10-29,36.45062456,28.21575,0.560877302,Mediterranean
,Eastern Mediterranean,870,"26.9778','37.7548",2015-10-29,37.7548,26.9778,0.013700748,Mediterranean
,,871,"36.412903','15.465881",2015-10-29,15.465881,36.412903,0.801618966,Northern Africa
,Eastern Mediterranean,872,"26.592653','39.470142",2015-10-29,39.470142,26.592653,0.369362137,Mediterranean
,Eastern Mediterranean,873,"25.943523','39.1756491",2015-10-30,39.1756491,25.943523,0.160991524,Mediterranean
,Eastern Mediterranean,874,"26.9721','37.4578",2015-10-30,37.4578,26.9721,0.702423634,Mediterranean
,,875,"43.8519','-11.8028",2015-10-30,-11.8028,43.8519,0.960680011,Eastern Africa
,Western Balkans,876,"19.170648','45.2604317",2015-10-31,45.2604317,19.170648,0.897002504,Europe
,Western Mediterranean,877,"-5.916205','35.991336",2015-10-31,35.991336,-5.916205,0.354217905,Mediterranean
,Eastern Mediterranean,878,"26.388937','39.279915",2015-10-31,39.279915,26.388937,0.051411875,Mediterranean
,,879,"34','29.5",2015-10-31,29.5,34.0,0.333155506,Northern Africa
,Sahara Desert crossing,880,"25.83825','20.51107",2015-10-01,20.51107,25.83825,0.421937878,Northern Africa
,Sahara Desert crossing,881,"20.471611','23.4194624",2015-10-01,23.4194624,20.471611,0.332792935,Northern Africa
,Sahara Desert crossing,882,"8.024068','19.075158",2015-10-01,19.075158,8.024068,0.030351181,Western Africa
,Sahara Desert crossing,883,"5.93435','28.03375",2015-10-01,28.03375,5.93435,0.662400485,Northern Africa
,Sahara Desert crossing,884,"8.024072','19.075158",2015-10-01,19.075158,8.024072,0.293191725,Western Africa
,Sahara Desert crossing,885,"20.471611','23.4194624",2015-10-01,23.4194624,20.471611,0.18865509,Northern Africa
,Eastern Mediterranean,886,"26.960291','37.751814",2015-11-01,37.751814,26.960291,0.906104895,Mediterranean
,Eastern Mediterranean,887,"27.125852','37.284761",2015-11-01,37.284761,27.125852,0.227599477,Mediterranean
,,888,"100.985','13.3611",2015-11-01,13.3611,100.985,0.421434614,South-eastern Asia
,Eastern Mediterranean,889,"26.452157','38.35754",2015-11-01,38.35754,26.452157,0.032223249,Mediterranean
,Eastern Mediterranean,890,"26.383443','39.276195",2015-11-01,39.276195,26.383443,0.951885697,Mediterranean
,Eastern Mediterranean,891,"26.38619','39.274069",2015-11-01,39.274069,26.38619,0.852812625,Mediterranean
,,892,"-93.6631','15.9564",2015-11-03,15.9564,-93.6631,0.194398681,Central America
,US-Mexico border crossing,893,"-111.362767','31.589933",2015-11-03,31.589933,-111.362767,0.063977609,North America
,Eastern Mediterranean,894,"27.447418','36.4073604",2015-11-03,36.4073604,27.447418,0.883972215,Mediterranean
,Eastern Mediterranean,895,"26.5057','39.2836",2015-11-03,39.2836,26.5057,0.867941642,Mediterranean
,US-Mexico border crossing,896,"-111.15327','31.64675",2015-11-05,31.64675,-111.15327,0.858645548,North America
,Eastern Mediterranean,897,"27.2877','36.8915",2015-11-05,36.8915,27.2877,0.492313366,Mediterranean
,Eastern Mediterranean,898,"26.932666','37.4653473",2015-11-05,37.4653473,26.932666,0.410098728,Mediterranean
,US-Mexico border crossing,899,"-110.942166','31.308619",2015-11-06,31.308619,-110.942166,0.032437399,Central America
,,900,"34.499499','30.691617",2015-11-06,30.691617,34.499499,0.680548685,Northern Africa
,US-Mexico border crossing,901,"-111.70938','32.596",2015-11-07,32.596,-111.70938,0.317609832,North America
,,902,"47.34748','8.476128",2015-11-07,8.476128,47.34748,0.821106805,Eastern Africa
,US-Mexico border crossing,903,"-113.147133','32.216783",2015-11-08,32.216783,-113.147133,0.978292094,North America
,Eastern Mediterranean,904,"27.429855','37.03833",2015-11-10,37.03833,27.429855,0.736803569,Mediterranean
,,905,"-112.782746','26.974509",2015-11-10,26.974509,-112.782746,0.294206588,Central America
,Eastern Mediterranean,906,"25.986638','39.445518",2015-11-10,39.445518,25.986638,0.535366308,Mediterranean
,Eastern Mediterranean,907,"26.383443','39.276195",2015-11-11,39.276195,26.383443,0.743830604,Mediterranean
,Eastern Mediterranean,908,"26.35341','37.779414",2015-11-11,37.779414,26.35341,0.487933928,Mediterranean
,Sahara Desert crossing,909,"32.124084','23.968872",2015-11-12,23.968872,32.124084,0.945283266,Northern Africa
,Sahara Desert crossing,910,"32.899829','24.088938",2015-11-12,24.088938,32.899829,0.785845362,Northern Africa
,Sahara Desert crossing,911,"25.589796','20.046396",2015-11-12,20.046396,25.589796,0.406358975,Northern Africa
,Eastern Mediterranean,912,"26.406946','39.502976",2015-11-13,39.502976,26.406946,0.478653206,Mediterranean
,Western Balkans,913,"26.155459','40.8781198",2015-11-13,40.8781198,26.155459,0.867735727,Europe
,Western Balkans,914,"15.663439','46.552688",2015-11-13,46.552688,15.663439,0.510701457,Europe
,,915,"-98.834546','19.704968",2015-11-13,19.704968,-98.834546,0.114952962,Central America
,US-Mexico border crossing,916,"-112.99014','32.13884",2015-11-14,32.13884,-112.99014,0.806060041,North America
,,917,"34.237559','31.2410823",2015-11-15,31.2410823,34.237559,0.671431553,Northern Africa
,,918,"-94.210325','17.94614",2015-11-15,17.94614,-94.210325,0.646133716,Central America
,Sahara Desert crossing,919,"16.066305','23.7756264",2015-11-15,23.7756264,16.066305,0.132717998,Northern Africa
,,920,"33.178711','30.231079",2015-11-15,30.231079,33.178711,0.483608689,Northern Africa
,US-Mexico border crossing,921,"-113.16132','32.26505",2015-11-16,32.26505,-113.16132,0.751605538,North America
,US-Mexico border crossing,922,"-111.561833','31.511",2015-11-17,31.511,-111.561833,0.743591628,North America
,Sahara Desert crossing,923,"31.34079','25.44291",2015-11-17,25.44291,31.34079,0.696407672,Northern Africa
,Sahara Desert crossing,924,"30.15893','18.4448963",2015-11-17,18.4448963,30.15893,0.769244991,Northern Africa
,Sahara Desert crossing,925,"32.475708','24.44989",2015-11-17,24.44989,32.475708,0.508218025,Northern Africa
,Horn of Africa to Yemen crossing,926,"49.94388','14.13684",2015-11-17,14.13684,49.94388,0.035173475,Western Asia
,Central Mediterranean,927,"26.38825','39.274069",2015-11-17,39.274069,26.38825,0.847584496,Mediterranean
,Eastern Mediterranean,928,"27.296143','36.921375",2015-11-17,36.921375,27.296143,0.762937952,Mediterranean
,Western Africa / Atlantic route to the Canary Islands,929,"-15.0166','26.926947",2015-11-17,26.926947,-15.0166,0.611624704,Northern Africa
,,930,"-1.67928','52.783148",2015-11-17,52.783148,-1.67928,0.287770053,Europe
,US-Mexico border crossing,931,"-98.366243','26.0312262",2015-11-17,26.0312262,-98.366243,0.728128439,Central America
,US-Mexico border crossing,932,"-99.630232','27.6426468",2015-11-17,27.6426468,-99.630232,0.284380431,Central America
,US-Mexico border crossing,933,"-100.533405','28.6897718",2015-11-17,28.6897718,-100.533405,0.695026578,Central America
,Sahara Desert crossing,934,"32.684326','24.049072",2015-11-18,24.049072,32.684326,0.69934954,Northern Africa
,Sahara Desert crossing,935,"30.391724','21.157104",2015-11-18,21.157104,30.391724,0.647267443,Northern Africa
