Number_of_Survivors,Migration_route,serial,Coordinates_Fixed,Website_Date_Fixed,lat,lon,random,Region_of_Incident
13.0,Eastern Mediterranean,5896,"27.407797996','37.029691799",2019-05-01,37.029691799,27.407797996,0.454875589,Mediterranean
3.0,Western Mediterranean,5897,"-5.827087845','35.86529691",2019-05-01,35.86529691,-5.827087845,0.87105904,Mediterranean
8.0,Western Mediterranean,5899,"-5.827087845','35.86529691",2019-05-02,35.86529691,-5.827087845,0.320764033,Mediterranean
4.0,Western Mediterranean,5900,"-5.982963672','35.838369395",2019-05-02,35.838369395,-5.982963672,0.727481968,Mediterranean
5.0,Eastern Mediterranean,5912,"26.57642698','39.290756355",2019-05-03,39.290756355,26.57642698,0.492417748,Mediterranean
11.0,Western Africa / Atlantic route to the Canary Islands,5929,"-13.7675788','29.0638308",2019-05-07,29.0638308,-13.7675788,0.626290361,Northern Africa
24.0,Western Mediterranean,5933,"-6.0873922','36.2641224",2019-05-08,36.2641224,-6.0873922,0.718696322,Mediterranean
15.0,Central Mediterranean,5939,"11.321992814','34.643922078",2019-05-10,34.643922078,11.321992814,0.403899129,Mediterranean
3.0,Eastern Mediterranean,5957,"35.46993009','34.37523206",2019-05-13,34.37523206,35.46993009,0.503349202,Mediterranean
23.0,Western Africa / Atlantic route to the Canary Islands,5975,"-15.758543963','27.624075902",2019-05-16,27.624075902,-15.758543963,0.52852012,Northern Africa
1.0,Venezuela to Caribbean,5977,"-61.98516362','10.4828589",2019-05-16,10.4828589,-61.98516362,0.139025105,Caribbean
14.0,Comoros to Mayotte,5990,"45.25166357','-12.789682767",2019-05-19,-12.789682767,45.25166357,0.691114273,Eastern Africa
1.0,Western Balkans,6000,"19.7159502','45.2419366",2019-05-21,45.2419366,19.7159502,0.961653462,Europe
8.0,Western Mediterranean,6001,"-5.885681623','35.893057404",2019-05-21,35.893057404,-5.885681623,0.176410802,Mediterranean
10.0,Sahara Desert crossing,6003,"7.9773382','16.96338",2019-05-25,16.96338,7.9773382,0.166597819,Western Africa
69.0,Western Mediterranean,6004,"-6.317684486','35.277774465",2019-05-22,35.277774465,-6.317684486,0.96304088,Mediterranean
5.0,Western Mediterranean,6039,"-5.939018318','35.868743207",2019-05-29,35.868743207,-5.939018318,0.922465804,Mediterranean
73.0,Central Mediterranean,6054,"13.828666325','33.374467702",2019-06-02,33.374467702,13.828666325,0.413416543,Mediterranean
10.0,US-Mexico border crossing,6067,"-97.664032','27.7791692",2019-06-05,27.7791692,-97.664032,0.297707973,North America
7.0,Western Mediterranean,6101,"-5.768592627','35.898974661",2019-06-10,35.898974661,-5.768592627,0.486843149,Mediterranean
57.0,Eastern Mediterranean,6105,"26.616327699','39.123278725",2019-06-11,39.123278725,26.616327699,0.557344541,Mediterranean
48.0,Western Mediterranean,6108,"-3.461884254','36.141836729",2019-06-12,36.141836729,-3.461884254,0.478138878,Mediterranean
4.0,US-Mexico border crossing,6109,"-112.925537844','31.915388342",2019-06-12,31.915388342,-112.925537844,0.062197482,North America
1.0,US-Mexico border crossing,6121,"-111.938567','32.007317",2019-06-14,32.007317,-111.938567,0.581038051,North America
31.0,Eastern Mediterranean,6140,"27.400403873','36.961190531",2019-06-17,36.961190531,27.400403873,0.668095333,Mediterranean
27.0,Western Mediterranean,6147,"-3.086911218','35.856487687",2019-06-19,35.856487687,-3.086911218,0.908643191,Mediterranean
2.0,Türkiye-Europe land route,6154,"26.6452','41.3298",2019-06-20,41.3298,26.6452,0.55920142,Western Asia
13.0,Western Africa / Atlantic route to the Canary Islands,6176,"-16.283859755','24.297942676",2019-06-23,24.297942676,-16.283859755,0.341975864,Northern Africa
1.0,US-Mexico border crossing,6184,"-97.499201412','25.898236865",2019-06-24,25.898236865,-97.499201412,0.81083443,Central America
30.0,Türkiye-Europe land route,6191,"26.5041935','41.657821",2019-06-26,41.657821,26.5041935,0.550974413,Western Asia
36.0,Western Africa / Atlantic route to the Canary Islands,6192,"-10.202559943','29.347903182",2019-06-27,29.347903182,-10.202559943,0.859346128,Northern Africa
1.0,US-Mexico border crossing,6200,"-98.2207185','26.186448",2019-06-30,26.186448,-98.2207185,0.549890413,North America
8.0,US-Mexico border crossing,6204,"-101.2523792','29.7696231",2019-07-01,29.7696231,-101.2523792,0.166699487,North America
3.0,Central Mediterranean,6214,"11.4397119','33.618682017",2019-07-03,33.618682017,11.4397119,0.598797016,Mediterranean
3.0,US-Mexico border crossing,6217,"-106.446077661','31.762964919",2019-07-04,31.762964919,-106.446077661,0.546561372,North America
36.0,US-Mexico border crossing,6222,"-110.9462013','32.2429301",2019-07-05,32.2429301,-110.9462013,0.083358262,North America
2.0,English Channel to the UK,6227,"2.399199796','51.051900838",2019-07-06,51.051900838,2.399199796,0.9768269,Europe
73.0,Western Mediterranean,6294,"-2.45277036','36.196379448",2019-07-16,36.196379448,-2.45277036,0.248446174,Mediterranean
1.0,Sahara Desert crossing,6302,"20.684159','11.519096",2019-07-17,11.519096,20.684159,0.375429467,Western Africa
50.0,Iran to Türkiye,6318,"43.613323','38.74964",2019-07-18,38.74964,43.613323,0.098234076,Western Asia
2.0,US-Mexico border crossing,6333,"-100.5406864','28.661188",2019-07-20,28.661188,-100.5406864,0.832353459,Central America
8.0,Eastern Mediterranean,6352,"27.403303048','36.943265558",2019-07-23,36.943265558,27.403303048,0.177362724,Mediterranean
134.0,Central Mediterranean,6359,"14.624344026','32.83443272",2019-07-25,32.83443272,14.624344026,0.877788824,Mediterranean
1.0,US-Mexico border crossing,6366,"-113.705843931','32.403532528",2019-07-27,32.403532528,-113.705843931,0.946983109,North America
1.0,US-Mexico border crossing,6370,"-106.368404027','31.710822977",2019-07-29,31.710822977,-106.368404027,0.980757446,North America
2.0,US-Mexico border crossing,6371,"-100.795425353','29.243763634",2019-07-29,29.243763634,-100.795425353,0.497757235,Central America
78.0,Horn of Africa to Yemen crossing,6376,"44.740286808','12.666870542",2019-07-30,12.666870542,44.740286808,0.013700748,Western Asia
1.0,US-Mexico border crossing,6384,"-108.7454867','32.34823",2019-08-01,32.34823,-108.7454867,0.051411875,North America
1.0,US-Mexico border crossing,6390,"-98.335083318','26.1379275",2019-08-02,26.1379275,-98.335083318,0.293191725,Central America
8.0,US-Mexico border crossing,6399,"-100.158129173','28.624902867",2019-08-03,28.624902867,-100.158129173,0.063977609,North America
49.0,Central Mediterranean,6404,"12.705224427','34.269472677",2019-08-05,34.269472677,12.705224427,0.410098728,Mediterranean
95.0,Central Mediterranean,6414,"14.2678989','32.6509505",2019-08-09,32.6509505,14.2678989,0.487933928,Mediterranean
19.0,English Channel to the UK,6416,"1.263302548','50.98581332",2019-08-09,50.98581332,1.263302548,0.785845362,Europe
1.0,Central Mediterranean,6434,"15.850744875','35.084140362",2019-08-13,35.084140362,15.850744875,0.762937952,Mediterranean
278.0,Central Mediterranean,6457,"12.570127875','33.14084354",2019-08-17,33.14084354,12.570127875,0.662232216,Mediterranean
3.0,Central Mediterranean,6472,"12.35075364','32.927838556",2019-08-19,32.927838556,12.35075364,0.564372788,Mediterranean
21.0,Western Balkans,6481,"19.156523183','44.521422309",2019-08-20,44.521422309,19.156523183,0.34036142,Europe
7.0,Western Mediterranean,6488,"-5.296389511','36.155426017",2019-08-22,36.155426017,-5.296389511,0.351624877,Mediterranean
13.0,Western Balkans,6496,"22.090889878','41.502661205",2019-08-23,41.502661205,22.090889878,0.74551308,Europe
1.0,US-Mexico border crossing,6498,"-99.8124935','28.4116514",2019-08-24,28.4116514,-99.8124935,0.402562915,North America
11.0,Western Balkans,6506,"16.004001167','45.48202952",2019-08-25,45.48202952,16.004001167,0.402693669,Europe
18.0,Central Mediterranean,6511,"11.066638902','34.79485739",2019-08-27,34.79485739,11.066638902,0.338417691,Mediterranean
64.0,Central Mediterranean,6512,"14.631463371','33.18602507",2019-08-27,33.18602507,14.631463371,0.335018729,Mediterranean
100.0,Central Mediterranean,6516,"14.804481899','34.074975532",2019-08-28,34.074975532,14.804481899,0.064641475,Mediterranean
9.0,Western Africa / Atlantic route to the Canary Islands,6519,"-16.246628179','24.781866727",2019-08-29,24.781866727,-16.246628179,0.758511085,Northern Africa
3.0,Sahara Desert crossing,6526,"-0.316673173','24.404460354",2019-09-01,24.404460354,-0.316673173,0.293245601,Northern Africa
2.0,Western Mediterranean,6532,"-1.720397814','36.592468318",2019-09-03,36.592468318,-1.720397814,0.810459014,Mediterranean
13.0,Eastern Mediterranean,6550,"26.9777701','37.7547857",2019-09-06,37.7547857,26.9777701,0.856772817,Mediterranean
16.0,Central Mediterranean,6552,"15.158001845','32.448179878",2019-09-07,32.448179878,15.158001845,0.69431824,Mediterranean
35.0,US-Mexico border crossing,6574,"-100.91930746','29.326039842",2019-09-11,29.326039842,-100.91930746,0.097760642,North America
1.0,Central Mediterranean,6582,"11.983127133','37.949458912",2019-09-13,37.949458912,11.983127133,0.443918521,Mediterranean
14.0,Dominican Republic to Puerto Rico,6585,"-67.150985613','18.513426344",2019-09-14,18.513426344,-67.150985613,0.220862493,Caribbean
8.0,Western Mediterranean,6611,"-0.509071857','36.042293321",2019-09-17,36.042293321,-0.509071857,0.79058753,Mediterranean
9.0,Central Mediterranean,6612,"10.937168074','34.589760231",2019-09-17,34.589760231,10.937168074,0.585088645,Mediterranean
6.0,Central Mediterranean,6616,"11.255912929','34.171158954",2019-09-18,34.171158954,11.255912929,0.727597129,Mediterranean
5.0,Western Mediterranean,6617,"3.638158139','36.983728473",2019-09-18,36.983728473,3.638158139,0.692343662,Mediterranean
1.0,Western Mediterranean,6618,"-2.948396983','35.320439624",2019-09-18,35.320439624,-2.948396983,0.396620967,Mediterranean
14.0,Eastern Mediterranean,6626,"27.40307418','36.973557207",2019-09-20,36.973557207,27.40307418,0.144365222,Mediterranean
0.0,Sahara Desert crossing,6653,"13.0817903','19.0048181",2019-10-01,19.0048181,13.0817903,0.289727864,Western Africa
6.0,Western Mediterranean,6655,"-0.705211109','37.253252681",2019-09-24,37.253252681,-0.705211109,0.869548331,Mediterranean
6.0,Western Mediterranean,6659,"1.667305168','36.735605101",2019-09-25,36.735605101,1.667305168,0.970723247,Mediterranean
3.0,Western Mediterranean,6663,"-0.299798049','38.245239671",2019-09-26,38.245239671,-0.299798049,0.684213181,Mediterranean
12.0,Eastern Mediterranean,6668,"26.320742344','38.519212405",2019-09-27,38.519212405,26.320742344,0.936088318,Mediterranean
5.0,Western Mediterranean,6669,"1.298778126','36.574984369",2019-09-27,36.574984369,1.298778126,0.485639493,Mediterranean
20.0,Western Mediterranean,6673,"-0.492110075','35.98043675",2019-09-28,35.98043675,-0.492110075,0.843194766,Mediterranean
3.0,Western Mediterranean,6674,"-7.494747852','33.650995542",2019-09-28,33.650995542,-7.494747852,0.750131568,Mediterranean
2.0,Sahara Desert crossing,6683,"5.687579761','19.549663888",2019-10-02,19.549663888,5.687579761,0.044236182,Northern Africa
65.0,Western Mediterranean,6697,"-2.499724435','36.778630672",2019-10-04,36.778630672,-2.499724435,0.964724611,Mediterranean
10.0,Western Balkans,6700,"18.442932531','42.870541416",2019-10-05,42.870541416,18.442932531,0.928592869,Europe
4.0,US-Mexico border crossing,6707,"-99.924087356','28.470756945",2019-10-05,28.470756945,-99.924087356,0.352691946,North America
22.0,Central Mediterranean,6724,"12.180541076','35.210549549",2019-10-07,35.210549549,12.180541076,0.654400647,Mediterranean
89.0,Central Mediterranean,6726,"11.19496083','33.51293398",2019-10-07,33.51293398,11.19496083,0.845701578,Mediterranean
1.0,Sahara Desert crossing,6762,"13.0817903','19.0048181",2019-10-16,19.0048181,13.0817903,0.977729822,Western Africa
33.0,Eastern Mediterranean,6765,"26.683134343','39.207629333",2019-10-14,39.207629333,26.683134343,0.774345236,Mediterranean
0.0,Sahara Desert crossing,6789,"2.1253854','13.5115963",2019-10-22,13.5115963,2.1253854,0.05948639,Western Africa
13.0,US-Mexico border crossing,6796,"-96.2434722','38.4067887",2019-10-21,38.4067887,-96.2434722,0.783444992,North America
32.0,Eastern Mediterranean,6805,"27.308016896','36.919375068",2019-10-23,36.919375068,27.308016896,0.278962643,Mediterranean
40.0,Eastern Mediterranean,6823,"26.56620562','39.479249275",2019-10-28,39.479249275,26.56620562,0.765209198,Mediterranean
29.0,Western Africa / Atlantic route to the Canary Islands,6824,"-21.137810726','23.612954113",2019-10-29,23.612954113,-21.137810726,0.492535795,Northern Africa
88.0,Central Mediterranean,6842,"13.449034125','33.632759223",2019-11-03,33.632759223,13.449034125,0.81197409,Mediterranean
200.0,Horn of Africa to Yemen crossing,6851,"48.813018859','13.778197063",2019-11-06,13.778197063,48.813018859,0.411326339,Western Asia
4.0,Western Africa / Atlantic route to the Canary Islands,6852,"-13.417730357','28.990325234",2019-11-06,28.990325234,-13.417730357,0.346585166,Northern Africa
6.0,Western Balkans,6885,"18.96716','45.66971",2019-11-11,45.66971,18.96716,0.699713486,Europe
6.0,Afghanistan to Iran,6904,"61.19276','28.2314235",2019-11-14,28.2314235,61.19276,0.149578105,Southern Asia
8.0,Sahara Desert crossing,6917,"14.053676','31.7975831",2019-11-16,31.7975831,14.053676,0.001911373,Northern Africa
13.0,Dominican Republic to Puerto Rico,6928,"-67.1451549','18.2013452",2019-11-18,18.2013452,-67.1451549,0.930947634,Caribbean
30.0,Central Mediterranean,6936,"13.234062537','33.180613511",2019-11-20,33.180613511,13.234062537,0.278019737,Mediterranean
0.0,Sahara Desert crossing,6939,"7.986535','16.9741689",2019-11-24,16.9741689,7.986535,0.514617658,Western Africa
47.0,Central Mediterranean,6947,"12.0821051','32.9400375",2019-11-23,32.9400375,12.0821051,0.84059389,Mediterranean
149.0,Central Mediterranean,6948,"12.555303694','35.509728903",2019-11-23,35.509728903,12.555303694,0.068749895,Mediterranean
13.0,Sahara Desert crossing,6971,"15.3189726','14.1310247",2019-11-30,14.1310247,15.3189726,0.611115866,Middle Africa
0.0,Sahara Desert crossing,6973,"2.1253854','13.5115963",2019-12-01,13.5115963,2.1253854,0.861228229,Western Africa
58.0,Western Mediterranean,6974,"-2.9252639','35.2928695",2019-11-26,35.2928695,-2.9252639,0.705450973,Mediterranean
85.0,Western Africa / Atlantic route to the Canary Islands,6993,"-17.0083748','20.9948426",2019-12-04,20.9948426,-17.0083748,0.616303275,Western Africa
3.0,Western Mediterranean,7032,"-1.7310033','34.8470132",2019-12-10,34.8470132,-1.7310033,0.568686261,Mediterranean
73.0,Western Mediterranean,7058,"-3.06317992','35.738657093",2019-12-16,35.738657093,-3.06317992,0.981649221,Mediterranean
63.0,Western Mediterranean,7059,"-3.324309453','35.575701636",2019-12-16,35.575701636,-3.324309453,0.324310436,Mediterranean
40.0,Western Mediterranean,7062,"-3.578461105','36.374076442",2019-12-17,36.374076442,-3.578461105,0.286958275,Mediterranean
7.0,Western Mediterranean,7077,"-2.429624659','35.179670616",2019-12-19,35.179670616,-2.429624659,0.106817395,Mediterranean
9.0,Western Balkans,7091,"19.093471135','45.49221186",2019-12-23,45.49221186,19.093471135,0.369610575,Europe
64.0,Iran to Türkiye,7107,"42.739257582','38.777228612",2019-12-26,38.777228612,42.739257582,0.453455536,Western Asia
11.0,Western Mediterranean,7115,"-1.28977313','35.568972356",2019-12-30,35.568972356,-1.28977313,0.265237159,Mediterranean
2.0,Western Balkans,7162,"13.854206164','45.59174847",2020-01-01,45.59174847,13.854206164,0.068869693,Europe
14.0,Sahara Desert crossing,7163,"5.764623476','19.45699612",2020-01-01,19.45699612,5.764623476,0.298360516,Western Africa
34.0,Western Mediterranean,7171,"-0.9611836025','37.48516166",2020-01-04,37.48516166,-0.9611836025,0.71581317,Mediterranean
51.0,Eastern Mediterranean,7174,"26.6511878164','38.61076246",2020-01-05,38.61076246,26.6511878164,0.35256207,Mediterranean
1.0,US-Mexico border crossing,7178,"-100.9031437076','29.31140448",2020-01-05,29.31140448,-100.9031437076,0.03508966,Central America
11.0,Western Mediterranean,7185,"-2.63622','35.47883",2020-01-07,35.47883,-2.63622,0.14459606,Mediterranean
41.0,Western Africa / Atlantic route to the Canary Islands,7187,"-13.1422135792','28.68382134",2020-01-08,28.68382134,-13.1422135792,0.67784144,Northern Africa
21.0,Eastern Mediterranean,7199,"20.2246673717','39.2068815",2020-01-11,39.2068815,20.2246673717,0.620452246,Mediterranean
8.0,Eastern Mediterranean,7200,"26.2516436635','38.34403588",2020-01-11,38.34403588,26.2516436635,0.095777673,Mediterranean
57.0,Central Mediterranean,7209,"12.4574565772','32.94815516",2020-01-12,32.94815516,12.4574565772,0.861843896,Mediterranean
1.0,Eastern Mediterranean,7257,"34.6466689951','36.7511704",2020-01-25,36.7511704,34.6466689951,0.927259541,Mediterranean
2.0,Sahara Desert crossing,7259,"5.8157405125','19.43895234",2020-01-27,19.43895234,5.8157405125,0.77208982,Northern Africa
1.0,US-Mexico border crossing,7262,"-100.5335432011','28.78876398",2020-01-28,28.78876398,-100.5335432011,0.14244251,Central America
18.0,Western Africa / Atlantic route to the Canary Islands,7277,"-10.05629','28.98953",2020-02-03,28.98953,-10.05629,0.557338804,Northern Africa
5.0,US-Mexico border crossing,7280,"-117.1527768367','32.60140276",2020-02-03,32.60140276,-117.1527768367,0.131032428,North America
11.0,Sahara Desert crossing,7287,"14.4290236','27.0365406",2020-02-06,27.0365406,14.4290236,0.831224244,Northern Africa
18.0,Western Africa / Atlantic route to the Canary Islands,7293,"-18.5736174063','25.37724615",2020-02-08,25.37724615,-18.5736174063,0.12995287,Northern Africa
2.0,US-Mexico border crossing,7298,"-116.4141213128','32.84037075",2020-02-10,32.84037075,-116.4141213128,0.699339732,North America
3.0,US-Mexico border crossing,7299,"-100.6217776607','28.94317266",2020-02-10,28.94317266,-100.6217776607,0.479856554,North America
14.0,Western Africa / Atlantic route to the Canary Islands,7312,"-15.941875','23.693325",2020-02-17,23.693325,-15.941875,0.534794014,Northern Africa
64.0,Central Mediterranean,7327,"12.0857808461','32.95073606",2020-02-25,32.95073606,12.0857808461,0.565831979,Mediterranean
34.0,Western Africa / Atlantic route to the Canary Islands,7331,"-15.4384620051','27.8006455",2020-02-27,27.8006455,-15.4384620051,0.651929231,Northern Africa
13.0,US-Mexico border crossing,7333,"-117.2653146','32.9594891",2020-02-28,32.9594891,-117.2653146,0.730967215,North America
7.0,Türkiye-Europe land route,7335,"26.5953179668','41.60404557",2020-02-29,41.60404557,26.5953179668,0.155834327,Western Asia
15.0,Comoros to Mayotte,7336,"44.7474243695','-12.53278519",2020-03-01,-12.53278519,44.7474243695,0.233276183,Eastern Africa
49.0,Eastern Mediterranean,7338,"26.3369546','39.4856559",2020-03-02,39.4856559,26.3369546,0.065214858,Mediterranean
47.0,Eastern Mediterranean,7339,"26.3923770998','39.27142026",2020-03-02,39.27142026,26.3923770998,0.233830764,Mediterranean
39.0,Western Mediterranean,7364,"-6.1731456065','35.18986044",2020-03-12,35.18986044,-6.1731456065,0.136938462,Mediterranean
4.0,Venezuela to Caribbean,7371,"-69.9221101428','12.16901988",2020-03-17,12.16901988,-69.9221101428,0.885507879,Caribbean
2.0,US-Mexico border crossing,7373,"-106.3368875101','31.67159214",2020-03-18,31.67159214,-106.3368875101,0.440785093,North America
6.0,Western Africa / Atlantic route to the Canary Islands,7389,"-16.2762855332','23.68830553",2020-03-27,23.68830553,-16.2762855332,0.402981584,Northern Africa
13.0,Western Mediterranean,7391,"0.0535326357','35.98030779",2020-03-30,35.98030779,0.0535326357,0.693134124,Mediterranean
21.0,Western Africa / Atlantic route to the Canary Islands,7397,"-11.5011116676','28.58888044",2020-04-03,28.58888044,-11.5011116676,0.569830114,Northern Africa
51.0,Central Mediterranean,7409,"12.6093994922','35.28024717",2020-04-14,35.28024717,12.6093994922,0.933609735,Mediterranean
7.0,Dominican Republic to Puerto Rico,7452,"-69.2464749117','17.91866088",2020-05-15,17.91866088,-69.2464749117,0.193159263,Caribbean
70.0,Western Africa / Atlantic route to the Canary Islands,7458,"-13.1643220976','28.03326131",2020-05-20,28.03326131,-13.1643220976,0.528254293,Northern Africa
7.0,Central Mediterranean,7466,"10.9142242979','34.59420651",2020-05-23,34.59420651,10.9142242979,0.327294177,Mediterranean
55.0,Central Mediterranean,7469,"13.5291678898','34.18310394",2020-05-25,34.18310394,13.5291678898,0.064591679,Mediterranean
12.0,Sahara Desert crossing,7471,"13.0184123','32.1717952",2020-05-27,32.1717952,13.0184123,0.633700548,Northern Africa
211.0,Central Mediterranean,7474,"13.3721298281','32.95551507",2020-05-28,32.95551507,13.3721298281,0.880413731,Mediterranean
3.0,US-Mexico border crossing,7483,"-109.8274255','31.4430017",2020-06-02,31.4430017,-109.8274255,0.259661248,North America
20.0,Central Mediterranean,7508,"12.571950862','32.79912142",2020-06-13,32.79912142,12.571950862,0.340132311,Mediterranean
2.0,Western Balkans,7518,"19.3395423122','44.77501142",2020-06-19,44.77501142,19.3395423122,0.147176612,Europe
19.0,Central Mediterranean,7522,"13.0101279725','32.84861888",2020-06-20,32.84861888,13.0101279725,0.998615185,Mediterranean
4.0,Western Mediterranean,7523,"-0.6404250641','35.73051694",2020-06-21,35.73051694,-0.6404250641,0.715814153,Mediterranean
60.0,Sahara Desert crossing,7536,"20.5152143563','20.09499867",2020-06-25,20.09499867,20.5152143563,0.242988417,Middle Africa
3.0,US-Mexico border crossing,7537,"-106.4541226522','31.76131223",2020-06-25,31.76131223,-106.4541226522,0.111841674,North America
94.0,Central Mediterranean,7540,"14.5549167223','32.93958701",2020-06-27,32.93958701,14.5549167223,0.865237308,Mediterranean
41.0,Iran to Türkiye,7541,"43.7532223425','39.00302314",2020-06-27,39.00302314,43.7532223425,0.66667386,Western Asia
1.0,Iran to Türkiye,7543,"42.9422829997','38.51877482",2020-06-28,38.51877482,42.9422829997,0.661289184,Western Asia
35.0,Eastern Mediterranean,7544,"26.5280498558','39.28319524",2020-06-29,39.28319524,26.5280498558,0.772592746,Mediterranean
1.0,US-Mexico border crossing,7555,"-114.1468821','32.6728256",2020-07-05,32.6728256,-114.1468821,0.632183132,North America
18.0,Central Mediterranean,7565,"17.492002875','31.33705642",2020-07-08,31.33705642,17.492002875,0.472387734,Mediterranean
1.0,Central Mediterranean,7577,"23.5238687094','35.69644577",2020-07-12,35.69644577,23.5238687094,0.040121193,Mediterranean
72.0,Central Mediterranean,7584,"11.1102656777','35.51865522",2020-07-15,35.51865522,11.1102656777,0.178718546,Mediterranean
88.0,Central Mediterranean,7596,"14.3191683195','33.28233597",2020-07-19,33.28233597,14.3191683195,0.478407511,Mediterranean
8.0,Western Mediterranean,7612,"-5.6878736','35.9982398",2020-07-22,35.9982398,-5.6878736,0.166366959,Mediterranean
1.0,Dominican Republic to Puerto Rico,7613,"-67.8597882156','18.34380274",2020-07-22,18.34380274,-67.8597882156,0.983525719,Caribbean
15.0,Western Mediterranean,7616,"7.622403','36.961437",2020-07-24,36.961437,7.622403,0.771832139,Mediterranean
94.0,Central Mediterranean,7620,"14.3836557461','35.717104",2020-07-26,35.717104,14.3836557461,0.550461087,Mediterranean
13.0,Central Mediterranean,7621,"11.123592798','35.1414115",2020-07-26,35.1414115,11.123592798,0.000373448,Mediterranean
1.0,US-Mexico border crossing,7623,"-100.4087977','29.3277564",2020-07-26,29.3277564,-100.4087977,0.651394945,North America
11.0,Central Mediterranean,7626,"11.1581872418','33.50181324",2020-07-27,33.50181324,11.1581872418,0.433959932,Mediterranean
71.0,Central Mediterranean,7627,"14.2678989','32.6509505",2020-07-27,32.6509505,14.2678989,0.956215232,Mediterranean
1.0,Central Mediterranean,7631,"11.2179020992','35.23369",2020-07-29,35.23369,11.2179020992,0.078688673,Mediterranean
79.0,"Central Mediterranean,US-Mexico border crossing",7634,"-111.79165','31.59165",2020-07-30,31.59165,-111.79165,0.031512128,North America
11.0,Western Mediterranean,7636,"-3.4195527','36.2144014",2020-07-30,36.2144014,-3.4195527,0.910751336,Mediterranean
13.0,Western Mediterranean,7637,"-2.4166174455','35.19326806",2020-07-30,35.19326806,-2.4166174455,0.394667946,Mediterranean
6.0,Central Mediterranean,7638,"13.4134201934','32.88408508",2020-07-30,32.88408508,13.4134201934,0.538384758,Mediterranean
55.0,Central Mediterranean,7644,"14.6205449352','32.54517559",2020-08-02,32.54517559,14.6205449352,0.56892368,Mediterranean
3.0,Western Mediterranean,7645,"-3.0357141','35.9389086",2020-08-02,35.9389086,-3.0357141,0.169229807,Mediterranean
40.0,Western Africa / Atlantic route to the Canary Islands,7649,"-12.9558108568','27.9618004",2020-08-03,27.9618004,-12.9558108568,0.784128922,Northern Africa
10.0,Western Africa / Atlantic route to the Canary Islands,7653,"-16.0377352262','23.79752475",2020-08-05,23.79752475,-16.0377352262,0.874304312,Northern Africa
1.0,Western Africa / Atlantic route to the Canary Islands,7657,"-17.1886625027','20.95662551",2020-08-06,20.95662551,-17.1886625027,0.112611874,Western Africa
6.0,Western Mediterranean,7661,"0.8383494','36.3614187",2020-08-08,36.3614187,0.8383494,0.560654421,Mediterranean
37.0,Central Mediterranean,7668,"7.8168250148','37.0217357",2020-08-10,37.0217357,7.8168250148,0.517340468,Mediterranean
3.0,Western Mediterranean,7679,"-0.3169267','39.4480851",2020-08-15,39.4480851,-0.3169267,0.580424562,Mediterranean
10.0,Western Balkans,7683,"22.4425008','41.6264318",2020-08-16,41.6264318,22.4425008,0.9541269,Europe
9.0,Horn of Africa to Yemen crossing,7688,"43.358319591','12.3906944",2020-08-17,12.3906944,43.358319591,0.783436172,Eastern Africa
37.0,Central Mediterranean,7690,"12.3558615243','33.69347506",2020-08-17,33.69347506,12.3558615243,0.397256897,Mediterranean
15.0,Central Mediterranean,7703,"11.3502140375','33.39808715",2020-08-19,33.39808715,11.3502140375,0.570834541,Mediterranean
8.0,Western Mediterranean,7709,"-2.9700263161','35.29059613",2020-08-20,35.29059613,-2.9700263161,0.985408113,Mediterranean
11.0,Western Africa / Atlantic route to the Canary Islands,7710,"-15.7891365188','26.31661606",2020-08-20,26.31661606,-15.7891365188,0.464580423,Northern Africa
4.0,Western Mediterranean,7715,"-2.2312620719','36.34937501",2020-08-22,36.34937501,-2.2312620719,0.107928284,Mediterranean
13.0,Comoros to Mayotte,7721,"45.0043999266','-12.73464396",2020-08-24,-12.73464396,45.0043999266,0.478248432,Eastern Africa
96.0,Eastern Mediterranean,7723,"27.08305','36.21266",2020-08-25,36.21266,27.08305,0.636853496,Mediterranean
130.0,Central Mediterranean,7734,"13.47','33.056667",2020-08-28,33.056667,13.47,0.128315437,Mediterranean
3.0,Sahara Desert crossing,7741,"13.0817903','19.0048181",2020-08-29,19.0048181,13.0817903,0.112198214,Western Africa
16.0,Central Mediterranean,7742,"17.1760908989','39.09411729",2020-08-30,39.09411729,17.1760908989,0.800883066,Mediterranean
1.0,US-Mexico border crossing,7743,"-106.0017939625','29.34612539",2020-08-30,29.34612539,-106.0017939625,0.445863973,Central America
18.0,Central Mediterranean,7745,"12.5005147328','33.35123557",2020-08-31,33.35123557,12.5005147328,0.557413089,Mediterranean
2.0,US-Mexico border crossing,7751,"-106.3984822875','29.88794966",2020-09-01,29.88794966,-106.3984822875,0.131936112,Central America
1.0,US-Mexico border crossing,7752,"-115.4567548378','32.67700743",2020-09-01,32.67700743,-115.4567548378,0.941027027,North America
46.0,Western Africa / Atlantic route to the Canary Islands,7757,"-16.3711999627','19.03940755",2020-09-03,19.03940755,-16.3711999627,0.389937161,Western Africa
37.0,Eastern Mediterranean,7775,"35.6054504094','34.45724468",2020-09-14,34.45724468,35.6054504094,0.623299191,Mediterranean
56.0,Western Africa / Atlantic route to the Canary Islands,7776,"-16.6546610455','27.96114827",2020-09-08,27.96114827,-16.6546610455,0.90905103,Northern Africa
155.0,Eastern Mediterranean,7777,"27.4044474707','36.9642138",2020-09-08,36.9642138,27.4044474707,0.466634636,Mediterranean
